"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","カード名: ほうわVISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 様々なゴールドカード特典が利用可能、最高5,000万円の海外・国内旅行傷害保険が利用付帯、WEB明細書サービスを申し込むと年会費割引","","11,000円","Gold","ほうわVISAゴールドカード","","旅行傷害保険が付帯された豊和銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.872430"
"","カード名: taiyo patona nimoca ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: クレジット決済でもnimocaポイントが貯まる、オートチャージサービスや、IC定期券として利用できる、国内・海外旅行傷害保険とショッピング保険が付帯","","11,000円","Gold","taiyo patona nimoca ゴールドカード","","nimoca一体型で定期券も搭載できるゴールドカードです。","0.5%","","2025-05-02T08:02:12.873308"
"","カード名: かいぎんマルチゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ワールドプレゼントのポイントが貯まる、最高5,000万円補償の海外・国内旅行傷害保険が付帯、ゴールド会員特典が豊富","","11,000円","Gold","かいぎんマルチゴールドカード","","キャッシュカード機能付き沖縄海邦銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.874162"
"","カード名: かいぎんVISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 様々なゴールド会員特典を利用できる、最高5,000万円の海外・国内旅行傷害保険が付帯、ワールドプレゼントのポイントが最大+9.5％還元","","11,000円","Gold","かいぎんVISAゴールドカード","","沖縄海邦銀行と提携した、ゴールドならではの特典が利用できるカードです。","0.5%～1.0%","","2025-05-02T08:02:12.874993"
"","カード名: 佐賀共栄VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 充実したゴールドカードのサービス、最高5,000万円の海外・国内旅行傷害保険とショッピング保険付き、タッチ決済でスムーズな支払いが可能","","11,000円","Gold","佐賀共栄VISAゴールドカード","","VISAタッチに対応した、佐賀共栄銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.875592"
"","カード名: オールインワン nimoca ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: ソラリアプラザでの買い物が5％オフ、nimocaの定期券が搭載できて、オートチャージ機能も利用可能、オートチャージや買い物でnimocaポイントが貯まる","","11,000円","Gold","オールインワン nimoca ゴールドカード","","キャッシュカード・定期券が一枚にまとまるゴールドカードです。","0.5%","","2025-05-02T08:02:12.876113"
"","カード名: 長崎VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円補償の海外・国内旅行傷害保険が付帯、ゴールド会員特典が充実、ワールドプレゼントのポイントが貯まる","","11,000円","Gold","長崎VISAゴールドカード","","国の重要文化財指定の「眼鏡橋」がデザインされた長崎銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.876649"
"","カード名: 九州VISAビジネスゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.48%
                    特徴: ゴールド特典とビジネスサポートサービス、出張に使える最高5,000万円補償の国内外旅行傷害保険、ギフト券やマイルと交換できるワールドプレゼントポイント","","11,000円","Gold","九州VISAビジネスゴールドカード","","充実のビジネスサービスが付帯した九州カードのビジネスゴールドカードです。","0.4%～0.48%","","2025-05-02T08:02:12.877226"
"","カード名: 九州VISAコーポレートゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.48%
                    特徴: 従業員の立替が不要、最長56日の後払いが可能、利用額に応じてポイントが貯まる、出張などに旅行保険が付帯、国内主要空港ラウンジの無料利用が可能","","11,000円","Gold","九州VISAコーポレートゴールドカード","","ゴールド特典が受けられる、九州カード発行のコーポレートカードです。","0.4%～0.48%","","2025-05-02T08:02:12.877801"
"","カード名: 熊本銀行 アレコレSUGOCA ゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 1枚でいろいろ使える4つの機能、JRキューポとワールドプレゼントが貯まる、ゴールド会員だけの付帯サービスが利用できる","","11,000円","Gold","熊本銀行 アレコレSUGOCA ゴールド","","熊本銀行のキャッシュカードにSUGOCAをプラスしたゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.878395"
"","カード名: 十八親和銀行 アレコレSUGOCA ゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 多機能なカード、2種類のポイントが貯まる、ゴールド会員ならではのサービスが付帯","","11,000円","Gold","十八親和銀行 アレコレSUGOCA ゴールド","","十八親和銀行のキャッシュカードとSUGOCAが一体になったゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.879028"
"","カード名: SHIMIZU With Card（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 1.0%～1.5%
                    特徴: ゴールドカードのサービスが充実、カードローンが利用できる、最高1億円の海外旅行傷害保険が付帯","","11,000円","Gold","SHIMIZU With Card（ゴールドカード）","","キャッシュカードとPontaカードが一緒になった清水銀行提携のゴールドカードです。","1.0%～1.5%","","2025-05-02T08:02:12.879575"
"","カード名: MUFGカード ゴールドプレステージ（とちぎんカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 安全・安心なゴールドカードの特典が充実、最高5,000万円の旅行傷害保険が付帯、グローバルポイントが最大25倍貯まる","","11,000円","Gold","MUFGカード ゴールドプレステージ（とちぎんカード）","","付帯保険が充実した、とちぎんグループ発行のゴールドプレステージカードです。","0.5%～1.0%","","2025-05-02T08:02:12.880094"
"","カード名: MUFGカード ゴールドプレステージ ビジネス（とちぎんカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: カード支払いすることで経費精算業務を効率化できる、出張の際、もしもをサポートしてくれる旅行傷害保険、年会費無料で利用できるETCカード","","11,000円","Gold","MUFGカード ゴールドプレステージ ビジネス（とちぎんカード）","","ビジネスサービスとゴールド特典が付帯した、とちぎんカード発行のカードです。","0.5%～1.0%","","2025-05-02T08:02:12.880645"
"","カード名: JCBゴールドカード（とちぎんカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 航空機遅延による損害も補償される航空機遅延保険も付帯した旅行保険、Oki Dokiポイントが海外では2倍貯まる、ゴールド会員特典が充実","","11,000円","Gold","JCBゴールドカード（とちぎんカード）","","JCBのゴールド特典が利用できる栃木銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:12.881236"
"","カード名: だいしＤＣゴールドカードヴァン
                    年会費: 3,300円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 空港ラウンジサービスなどの豊富なカード特典、最高3,000万円までの海外旅行傷害保険も付帯、ハッピープレゼントポイントが貯まる","","3,300円","Gold","だいしＤＣゴールドカードヴァン","","ゴールド特典が付帯した、20代のための第四ディーシーのカードです。","0.4%～0.8%","","2025-05-02T08:02:12.881970"
"","カード名: だいし法人ゴールドカード
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 海外・国内旅行傷害保険とショッピングセイバー、ワンランク上のクオリティ、ゴールド特典、DCカードのポイントプログラム「ハッピープレゼント」","","22,000円","Gold","だいし法人ゴールドカード","","ゴールドカードのサービスが付帯した、だいしディーシーの法人カードです。","0.4%～0.8%","","2025-05-02T08:02:12.882596"
"","カード名: DCゴールドカードヴァン（菱信ディーシーカード）
                    年会費: 3,300円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 20代でも作れるゴールドカード、安心して利用できる付帯サービスが充実、ゴールドカードへの切り替え時に最大1,000ポイントプレゼント","","3,300円","Gold","DCゴールドカードヴァン（菱信ディーシーカード）","","20代限定の菱信ディーシー発行の20代向けゴールドカードです。","0.4%～0.8%","","2025-05-02T08:02:17.345493"
"","カード名: 東和カード・ゴールドプレステージ・アメリカン・エキスプレス(R)・カード
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: 海外利用でグローバルポイントが2倍貯まる、最高5,000万円の海外旅行傷害保険や海外渡航便遅延保険が自動付帯、登録型リボ「楽Pay」の利用で年会費が3,000円割引","","11,000円","Gold","東和カード・ゴールドプレステージ・アメリカン・エキスプレス(R)・カード","","海外ではポイント2倍、旅行傷害保険が充実した東和カード発行のゴールドカードです。","0.5%","","2025-05-02T08:02:17.346612"
"","カード名: 京葉銀VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 海外・国内最高5,000万円補償の旅行傷害保険、利用額に応じて毎月もらえるボーナスポイント、空港ラウンジ利用や健康相談などのゴールド特典","","11,000円","Gold","京葉銀VISAゴールドカード","","旅行傷害保険付帯、2倍のボーナスポイントがもらえるゴールドの京葉銀カードです。","0.5%～1.0%","","2025-05-02T08:02:17.347710"
"","カード名: ろうきんUC法人ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: 経費精算業務を効率化するサービス、カードの利用でUCポイントが貯まる、追加で従業員カードやETCカードを発行できる","","11,000円","Gold","ろうきんUC法人ゴールドカード","","ゴールドカード特典が付帯した、ろうきんの法人向けカードです。","0.5%","","2025-05-02T08:02:17.348610"
"","カード名: DCゴールドカードヴァン（山梨中銀ディーシーカード）
                    年会費: 3,300円
                    ポイント還元率: 0.4%～0.8%
                    特徴: JiMOCAパートナーではポイントが最大4倍貯まる、付帯保険が充実、国内主要空港の空港ラウンジサービスが利用可能","","3,300円","Gold","DCゴールドカードヴァン（山梨中銀ディーシーカード）","","山梨中央銀行の取引でもポイントが貯まる、20代専用のゴールドカードです。","0.4%～0.8%","","2025-05-02T08:02:17.349520"
"","カード名: DC法人ゴールドカード（山梨中銀ディーシーカード）
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 備品等の購入でもDCハッピープレゼントポイントが貯まる、出張や旅行に備える旅行傷害保険、年会費は発行枚数に関係なく22,000円","","22,000円","Gold","DC法人ゴールドカード（山梨中銀ディーシーカード）","","様々なビジネスシーンで役立つ、山梨中銀の法人向けゴールドカードです。","0.4%～0.8%","","2025-05-02T08:02:17.350283"
"","カード名: Shimizu Card（ゴールドプレステージ）
                    年会費: 11,000円
                    ポイント還元率: 0.5%
                    特徴: ステータスカードとしての優待サービスが豊富、利用金額次第でグローバルポイントボーナスが貰える、最高5,000万円の海外旅行傷害保険が自動付帯","","11,000円","Gold","Shimizu Card（ゴールドプレステージ）","","ワンランク上のサービスが利用できる清水銀行のゴールドプレステージカードです。","0.5%","","2025-05-02T08:02:17.351095"
"","カード名: VISAゴールド法人カード（中国しんきんカード）
                    年会費: 11,000円
                    ポイント還元率: 0.4%～0.48%
                    特徴: 必要経費の支払いでもワールドプレゼントポイントが貯まる、ビジネスシーンに役立つ法人カード専用サービス、最高5,000万円の海外・国内旅行傷害保険が利用付帯","","11,000円","Gold","VISAゴールド法人カード（中国しんきんカード）","","旅行傷害保険とビジネスサポートが付いた中国しんきんのゴールドカードです。","0.4%～0.48%","","2025-05-02T08:02:17.351889"
"","カード名: MUFG ゴールドプレステージカード（たいこうカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 海外・国内旅行傷害保険と買い物保険が付帯、月間利用合計額10万円以上でグローバルポイントが50％アップ、国内空港ラウンジ無料利用などのゴールドカード特典","","11,000円","Gold","MUFG ゴールドプレステージカード（たいこうカード）","","年間利用ボーナスポイントがもらえる大光銀行グループのゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:17.352690"
"","カード名: MUFG ビジネスカード ゴールドプレステージ（たいこうカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 空港ラウンジを無料で利用できる、社用経費をカード払いに一本化できる、出張時の安心感を高める旅行傷害保険付き","","11,000円","Gold","MUFG ビジネスカード ゴールドプレステージ（たいこうカード）","","ビジネスサポートが充実した大光銀行提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:17.353490"
"","カード名: スルガVISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ボーナスポイントも貯まるワールドプレゼントポイント、最高5,000万円補償の海外国内旅行傷害保険が付帯、ゴールド会員特典として国内主要空港のラウンジ利用が無料","","11,000円","Gold","スルガVISAゴールドカード","","最高5,000万円の旅行傷害保険が付帯、スルガカード発行のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:17.354277"
"","カード名: JCB法人ゴールドカード（紀陽カード）
                    年会費: 11,000円
                    ポイント還元率: 0.45%～9.9%
                    特徴: 会計業務を効率化できる法人向けサービスが充実、経費や交通費の支払いでOkiDokiポイントが貯まる、出張や接待で役立つゴールド特典が満載","","11,000円","Gold","JCB法人ゴールドカード（紀陽カード）","","法人向けサービスが利用できる、紀陽カード発行のゴールドカードです。","0.45%～9.9%","","2025-05-02T08:02:17.355051"
"","カード名: DCゴールドカードヴァン（紀陽カード）
                    年会費: 3,300円
                    ポイント還元率: 0.4%～0.8%
                    特徴: 空港ラウンジを無料で利用できる、最高3,000万円の海外旅行傷害保険が自動付帯、最大25倍のDCハッピープレゼントポイントが貯まる","","3,300円","Gold","DCゴールドカードヴァン（紀陽カード）","","20代限定、ゴールドカードがサービスが付帯した紀陽銀行のDCカードです。","0.4%～0.8%","","2025-05-02T08:02:17.355812"
"","カード名: DC法人ゴールドカード（紀陽カード）
                    年会費: 22,000円
                    ポイント還元率: 0.4%～0.8%
                    特徴: ゴールドクラスのサービスと保険補償、経費の支払いでDCハッピープレゼントポイントが貯まる、法人専用サービスを利用可能","","22,000円","Gold","DC法人ゴールドカード（紀陽カード）","","経費の支払いでDCのポイントが貯まる、紀陽カード発行の法人カードです。","0.4%～0.8%","","2025-05-02T08:02:17.356580"
"","カード名: みなと銀VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","11,000円","Gold","みなと銀VISAゴールドカード","","2025年3月31日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:17.357276"
"","カード名: みなとVISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","11,000円","Gold","みなとVISAゴールドカード","","2025年3月31日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:17.358056"
"","カード名: みなと銀JCBゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～10.0%
                    特徴:","","11,000円","Gold","みなと銀JCBゴールドカード","","2025年3月31日に新規のお申し込み受付を終了したカードです。","0.5%～10.0%","","2025-05-02T08:02:17.358844"
"","カード名: 三菱地所グループCARDゴールド（みなとみらいポイントカード一体型）（NICOS）
                    年会費: 11,000円
                    ポイント還元率: 1.0%～3.0%
                    特徴: ポイントがダブルで貯まる、会員限定の特典サービスが豊富、空港ラウンジサービスが利用できる","","11,000円","Gold","三菱地所グループCARDゴールド（みなとみらいポイントカード一体型）（NICOS）","","横浜エリアでポイントがダブルで貯まるゴールドカードです。","1.0%～3.0%","","2025-05-02T08:02:17.359634"
"","カード名: GINZA SIX カード ゴールド
                    年会費: 5,500円
                    ポイント還元率: 1.0%～2.0%
                    特徴:","","5,500円","Gold","GINZA SIX カード ゴールド","","新規のお申し込み受付を終了したカードです。","1.0%～2.0%","","2025-05-02T08:02:17.360359"
"","カード名: CLUB ALBA A's GOLD CARD
                    年会費: 27,500円
                    ポイント還元率: 0.01%
                    特徴: ゴルファー向けの特典が充実したゴールドカード、ゴルフプレー代やガソリン代もキャッシュバックされる、ロードサービスが24時間・365日利用できる","","27,500円","Gold","CLUB ALBA A's GOLD CARD","","クラブアルバの特典が付いたゴルファー向けのゴールドカードです。","0.01%","","2025-05-02T08:02:17.361096"
"","カード名: 三井住友マーチャントメンバーズクラブ ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: -
                    特徴:","","11,000円","Gold","三井住友マーチャントメンバーズクラブ ゴールドカード","","2017年5月に新規のお申し込み受付を終了したカードです。","-","","2025-05-02T08:02:19.811777"
"","カード名: SBS Executive Business Card GOLD
                    年会費: 38,500円（初年度無料）
                    ポイント還元率: 0.5%～2.5%
                    特徴:","","38,500円（初年度無料）","Gold","SBS Executive Business Card GOLD","","2020年9月30日に新規のお申し込み受付を終了したカードです。","0.5%～2.5%","","2025-05-02T08:02:19.813255"
"","カード名: 専修大学VISAカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円の海外・国内旅行傷害保険付き、ゴールドカードの各種サービスが利用可能、専修大学独自の特典やサービス","","11,000円","Gold","専修大学VISAカード ゴールドカード","","専修大学での特典に加え、ゴールドの特典も受けられるカードです。","0.5%～1.0%","","2025-05-02T08:02:19.814564"
"","カード名: 立教カード ゴールドカード（三井住友カード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 立教独自のサービスが利用できる、カードの利用が学生の支援となる、最高5,000万円補償する海外・国内旅行保険","","11,000円","Gold","立教カード ゴールドカード（三井住友カード）","","立教大学を支援できるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:19.815405"
"","カード名: 慶應三井住友カード プライムゴールドカード
                    年会費: 5,500円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 慶應義塾大学からの様々なサービス、最高5,000万円の海外・国内旅行傷害保険、ゴールド専用サービスが利用可能","","5,500円（初年度無料）","Gold","慶應三井住友カード プライムゴールドカード","","慶應義塾での特典が付いた20代専用のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:19.816167"
"","カード名: 明星カード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円の海外・国内旅行傷害保険付き、カード利用で母校の発展を支援できる、カード提示で協力店のサービスを優待利用できる","","11,000円","Gold","明星カード ゴールドカード","","明星学苑オフィシャルゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:19.816970"
"","カード名: 神奈川銀行ビジネスカード for Owners ゴールドカード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～7.0%
                    特徴: ビジネスに役立つサポートが充実、Vポイントが貯まる、ゴールド会員ならではの特典が充実","","11,000円（初年度無料）","Gold","神奈川銀行ビジネスカード for Owners ゴールドカード","","ゴールドカードならではのサービスが付帯した、神奈川銀行提携の法人カードです。","0.5%～7.0%","","2025-05-02T08:02:19.817602"
"","カード名: 但馬銀行ビジネスカード for Owners ゴールドカード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～7.0%
                    特徴: 最高5,000万円補償の海外・国内旅行傷害保険付き、Vポイントが貯まる、初年度年会費無料、ビジネスサポートも充実","","11,000円（初年度無料）","Gold","但馬銀行ビジネスカード for Owners ゴールドカード","","ゴールドカードのサービスが付帯した初年度年会費無料の但馬銀行の法人カードです。","0.5%～7.0%","","2025-05-02T08:02:19.818180"
"","カード名: 伊予銀行ビジネスカード for Owners（ゴールドカード）
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～7.0%
                    特徴: 最高5,000万円の海外・国内旅行傷害保険とお買物安心保険、ビジネスシーンに役立つサポートサービスや福利厚生代行サービスが利用可能、法人カードに紐付いたETCカードを発行できる","","11,000円（初年度無料）","Gold","伊予銀行ビジネスカード for Owners（ゴールドカード）","","ゴールドならではのサービスが付帯した伊予銀行提携ビジネスカードです。","0.5%～7.0%","","2025-05-02T08:02:19.818801"
"","カード名: 近畿日本ツーリストカード ゴールドカード（ロードサービス付）
                    年会費: 11,550円
                    ポイント還元率: 0.5%～1.5%
                    特徴: いつでも対応可能なロードサービス、最高5,000万円補償の海外・国内旅行傷害保険、ゴールド会員特典が充実","","11,550円","Gold","近畿日本ツーリストカード ゴールドカード（ロードサービス付）","","ゴールド会員の特典とロードサービスが付帯した近畿日本ツーリスト提携カードです。","0.5%～1.5%","","2025-05-02T08:02:19.819405"
"","カード名: PEUGEOTカード（ゴールドカード）
                    年会費: 11,000円（初年度5,500円）
                    ポイント還元率: 0.5%～1.0%
                    特徴: ゴールドカードのサービスが充実、オリックス自動車レンタカーの利用代金が最大50％オフ、プジョーネットワークでのカード利用はVポイントが2倍貯まる","","11,000円（初年度5,500円）","Gold","PEUGEOTカード（ゴールドカード）","","ゴールドカードのサービスが付帯した、プジョーオーナー向けのカードです。","0.5%～1.0%","","2025-05-02T08:02:19.820048"
"","カード名: マツダM'zPLUSカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 1.0%～2.0%
                    特徴:","","11,000円","Gold","マツダM'zPLUSカード ゴールドカード","","2024年1月29日に新規のお申し込み受付を終了したカードです。","1.0%～2.0%","","2025-05-02T08:02:19.820636"
"","カード名: JOCスポーツマンVISAカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: カード利用で選手育成に貢献できる、最高5,000万円補償の海外・国内旅行傷害保険、Vポイントが貯まる","","11,000円","Gold","JOCスポーツマンVISAカード ゴールドカード","","ゴールドカードの特典が付帯し、選手育成に貢献できるJOCオリジナルカードです。","0.5%～1.0%","","2025-05-02T08:02:19.821347"
"","カード名: クラブ・ジ・アトレVISAゴールドカード
                    年会費: 21,340円
                    ポイント還元率: 0.33%～2.0%
                    特徴: 新国立劇場公演チケットを優先的に購入できる、「アドバンストリザーブ」「エクスチェンジサービス」が利用できる、アトレポイントが貯まる","","21,340円","Gold","クラブ・ジ・アトレVISAゴールドカード","","新国立劇場友の会「クラブ・ジ・アトレ」のゴールド特典が付いたカードです。","0.33%～2.0%","","2025-05-02T08:02:19.822245"
"","カード名: 桜美林大学カード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","11,000円","Gold","桜美林大学カード ゴールドカード","","2024年12月26日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:19.823570"
"","カード名: 大阪市立大学カード　ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","11,000円","Gold","大阪市立大学カード　ゴールドカード","","2023年3月31日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:19.825065"
"","カード名: 東京学芸大学カード （ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","11,000円","Gold","東京学芸大学カード （ゴールドカード）","","2022年2月28日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:19.826426"
"","カード名: 九州大学カード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 利用金額の一部を九州大学へ還元、最高5,000万円補償の海外・国内旅行傷害保険が付帯、ゴールド会員ならではの特典","","11,000円","Gold","九州大学カード（ゴールドカード）","","カード利用で大学の支援ができ、ゴールド特典が付帯した九州大学提携カードです。","0.5%～1.0%","","2025-05-02T08:02:19.827876"
"","カード名: 甲南大学カード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 甲南大学、大学在学生を支援できる、最高5,000万円補償の海外旅行傷害保険、空港ラウンジ無料利用などのゴールド会員特典","","11,000円","Gold","甲南大学カード（ゴールドカード）","","利用金額の一部が大学に寄付される、ゴールド特典付帯の甲南大学提携カードです。","0.5%～1.0%","","2025-05-02T08:02:19.829227"
"","カード名: 國學院カード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: カードの利用が学生の支援になる、最高5,000万円の海外・国内旅行傷害保険とお買物安心保険、全国主要空港の空港ラウンジサービス","","11,000円","Gold","國學院カード ゴールドカード","","大学のオリジナル特典が付帯した、國學院大學提携のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:19.830574"
"","カード名: 東京理科大学カード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: カードの利用が学生の支援になる、最高5,000万円の海外・国内旅行傷害保険とお買物安心保険、ゴールドならではの特典が充実","","11,000円","Gold","東京理科大学カード ゴールドカード","","東京理科大学を支援でき、旅行傷害保険が充実したゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:23.643516"
"","カード名: 同志社大学カード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 最高5,000万円補償の海外・国内旅行傷害保険、カード会員向けの大学オリジナル特典、ゴールド会員ならではの特典つき","","11,000円","Gold","同志社大学カード（ゴールドカード）","","ゴールドカードの特典が付帯した、同志社大学卒業生と教職員向けカードです。","0.5%～1.0%","","2025-05-02T08:02:23.644487"
"","カード名: 法政オレンジCAMPUSカード（ゴールドカード）
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 法政大学や学生の支援ができる、会員限定の優待・特典が利用できる、最高5,000万円の海外・国内旅行傷害保険","","11,000円","Gold","法政オレンジCAMPUSカード（ゴールドカード）","","カード利用で法政大学の支援につながるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:23.645254"
"","カード名: 日本大学医学部同窓会VISAゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","11,000円","Gold","日本大学医学部同窓会VISAゴールドカード","","2025年3月31日に新規のお申し込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:23.655522"
"","カード名: 和歌山大学ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 和歌山大学の教育や研究などの支援ができる、大学提携の対象店舗で利用できるオリジナル特典、空港ラウンジサービスなどのゴールド特典","","11,000円","Gold","和歌山大学ゴールドカード","","カード利用で大学の支援ができ、ゴールド特典が付帯した和歌山大学提携カードです。","0.5%～1.0%","","2025-05-02T08:02:23.656440"
"","カード名: 早稲田ヤングゴールドカード
                    年会費: 3,300円
                    ポイント還元率: 0.5%～1.0%
                    特徴: 早稲田大学からの特典が充実、20代限定のゴールドカード、最高3,000万円の海外・国内旅行傷害保険が付帯","","3,300円","Gold","早稲田ヤングゴールドカード","","20代限定、早稲田大学の校友会員が入会できるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:23.657075"
"","カード名: 早稲田ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.5%～1.0%
                    特徴: ゴールドカードの特典付き、早稲田大学からの特典が充実、最高5,000万円の海外・国内旅行傷害保険が付帯","","11,000円","Gold","早稲田ゴールドカード","","早稲田大学の特典が充実、第二の学生証となるゴールドカードです。","0.5%～1.0%","","2025-05-02T08:02:23.657657"
"","カード名: 京都ビジネスカード for Owners ゴールドカード
                    年会費: 5,500円
                    ポイント還元率: 0.5%～7.0%
                    特徴: ビジネスサポートが充実、最高2,000万円補償の海外・国内旅行傷害保険が付帯、Vポイントが貯まる","","5,500円","Gold","京都ビジネスカード for Owners ゴールドカード","","法人代表者・個人事業主向けの京都クレジットサービス提携ゴールドカードです。","0.5%～7.0%","","2025-05-02T08:02:23.658213"
"","カード名: 筑波銀行ビジネスカード ゴールドカード
                    年会費: 11,000円
                    ポイント還元率: 0.45%～0.48%
                    特徴: ゴールドカードのサービスが利用可能、充実した補償が受けられる、ワールドプレゼントポイントが貯まる","","11,000円","Gold","筑波銀行ビジネスカード ゴールドカード","","最高5,000万円の旅行傷害保険が付帯した筑波銀行のビジネスゴールドカードです。","0.45%～0.48%","","2025-05-02T08:02:23.658776"
"","カード名: MSA Visaゴールドカード
                    年会費: 6,600円
                    ポイント還元率: 0.5%～1.0%
                    特徴:","","6,600円","Gold","MSA Visaゴールドカード","","2024年7月31日に新規のお申込み受付を終了したカードです。","0.5%～1.0%","","2025-05-02T08:02:23.659341"
