"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","
                    カード名: 約束のネバーランド MastercardUPty
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: オリコモール経由でオリコポイントも貯まる、旅行中の病気やケガに備えられる旅行傷害保険が付帯、「Upty」は使い方自由自在
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","約束のネバーランド MastercardUPty","<ENTER_ISSUER>","「約束のネバーランド」デザインのリボ払い専用カードです。","0.50%","","1.739068651171E12"
"","
                    カード名: プリンセスコネクト！Re:Dive カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 5種類のギルドから好きな券面デザインが選べる、オリジナルグッズが手に入る、Apple Payの設定で美食殿のカードアートが表示される
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","プリンセスコネクト！Re:Dive カード","<ENTER_ISSUER>","5つのデザインから選べる、プリンセスコネクト！Re:Diveのカードです。","0.50%","","1.739068651172E12"
"","
                    カード名: cheekyカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: カードデザインは2種類、年会費は初年度無料、オリジナルグッズと交換可能な暮らスマイルが貯まる、海外は最高2,000万円補償、国内は最高1,000万円補償の旅行保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","cheekyカード","<ENTER_ISSUER>","人気eスポーツプレイヤー「cheeky」とコラボレーションしたカードです。","0.50%","","1.739068651172E12"
"","
                    カード名: るろうに剣心 －明治剣客浪漫譚－ Mastercard
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 貯まったポイントで会員限定のオリジナルグッズに交換できる、海外・国内旅行の万が一に対応してくれる旅行傷害保険、初年度年会費が無料
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","るろうに剣心 －明治剣客浪漫譚－ Mastercard","<ENTER_ISSUER>","TVアニメ「るろうに剣心 －明治剣客浪漫譚－」とコラボレーションしたカードです。","0.50%","","1.739068651173E12"
"","
                    カード名: TABETEカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 新規入会でTABETEポイントがもらえる、TABETEポイントが貯まる、初年度年会費無料
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","TABETEカード","<ENTER_ISSUER>","食品ロス削減に貢献できる、「TABETE」提携カードです。","0.50%","","1.739068651173E12"
"","
                    カード名: JCB一般カード/プラスANAマイレージクラブ
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: -
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JCB一般カード/プラスANAマイレージクラブ","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","-","","1.739068651174E12"
"","
                    カード名: 夢カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","夢カード","<ENTER_ISSUER>","2020年12月31日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068651174E12"
"","
                    カード名: 早稲田カードAlumni JCB グランデカード
                    年会費: 2,750円
                    ポイント還元率: 0.50%～1.00%
                    特徴: 最高3,000万円の海外・国内旅行保険付き、大学・校友会からの様々なサービス、校友の協力によるサービスも利用可能
                    ","<ENTER_AFFILIATE_LINK>","2,750円","Standard","早稲田カードAlumni JCB グランデカード","<ENTER_ISSUER>","大学施設の利用ができるほか、保険も付帯されたカードです。","0.50%～1.00%","","1.739068651175E12"
"","
                    カード名: クリスフライヤーJCB一般カード
                    年会費: 2,750円
                    ポイント還元率: 0.08%～1.10%
                    特徴: フライトやカードの利用でマイルが貯まる、「マイル＆キャッシュ」サービスでマイルの有効活用、「クリスフライヤー」会員の特典サービスも充実
                    ","<ENTER_AFFILIATE_LINK>","2,750円","Standard","クリスフライヤーJCB一般カード","<ENTER_ISSUER>","シンガポール航空のマイレージプログラム「クリスフライヤー」が貯まるカードです。","0.08%～1.10%","","1.739068651175E12"
"","
                    カード名: ベネッセJCBカード
                    年会費: 無料
                    ポイント還元率: 0.30%～0.90%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ベネッセJCBカード","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","0.30%～0.90%","","1.739068651176E12"
"","
                    カード名: e-コレクトJCBカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～3.00%
                    特徴: 「e-コレクト」サービス利用でOki Dokiポイントが6倍、初年度年会費が無料、Oki Dokiランドの利用でポイント最大20倍
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","e-コレクトJCBカード","<ENTER_ISSUER>","佐川急便決済サービス「e-コレクト」の利用でOki Dokiポイント貯まるカードです。","0.50%～3.00%","","1.739068651176E12"
"","
                    カード名: オートバックスパートナーズカード 一般カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%～0.99%
                    特徴: 経費管理をスムーズにする法人向けサービス、社用車のメンテナンスができるオートバックスグループ特典、JCBロードアシスタンスサービスにも同時に申込み可能
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","オートバックスパートナーズカード 一般カード","<ENTER_ISSUER>","オートバックスグループの特典が充実した法人カードです。","0.45%～0.99%","","1.739068651177E12"
"","
                    カード名: フライング・ブルーJCB一般カード
                    年会費: 5,500円
                    ポイント還元率: -
                    特徴: 提携航空会社やショッピングでマイルが貯まる、海外旅行傷害保険が利用付帯、JCBのサービスが利用可能
                    ","<ENTER_AFFILIATE_LINK>","5,500円","Standard","フライング・ブルーJCB一般カード","<ENTER_ISSUER>","エールフランス航空やKLMオランダ航空のマイルが獲得できるJCBカードです。","-","","1.739068651177E12"
"","
                    カード名: ミズノマービスJCBカード
                    年会費: 1,650円
                    ポイント還元率: 0.50%～1.00%
                    特徴: ミズノ直営店で会員特別価格でショッピングができる、スポーツ情報誌「マービスランド」が届く、Oki Dokiポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","1,650円","Standard","ミズノマービスJCBカード","<ENTER_ISSUER>","ミズノ直営店で会員特別価格や特典が受けられるカードです。","0.50%～1.00%","","1.739068651178E12"
"","
                    カード名: ロイヤルオーキッドプラスJCB一般カード
                    年会費: 5,500円
                    ポイント還元率: -
                    特徴: ロイヤルオーキッドプラスのマイルが貯まる、貯まったでマイルは様々な特典に交換可能、安心の海外旅行傷害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","5,500円","Standard","ロイヤルオーキッドプラスJCB一般カード","<ENTER_ISSUER>","タイ国際航空のマイレージが貯まるカードです。","-","","1.739068651178E12"
"","
                    カード名: 道新ぶんぶんクラブJCBカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 文化や芸術を学べる様々なイベントの開催、抽選でスポーツ観戦や演奏会へ招待される、ぶんぶんクラブ加盟店で優待サービスが受けられる
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","道新ぶんぶんクラブJCBカード","<ENTER_ISSUER>","道新ぶんぶんクラブの様々な優待が受けられるカードです。","0.50%～1.00%","","1.739068651179E12"
"","
                    カード名: GRAND OAK PLAYERS CLUB JCB CARD 一般カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 利用料金の割引と来場ポイントの付与、催事の案内や6ヵ月前の予約などの優先サービスも、ポイントプログラム「Oki Dokiポイント」
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","GRAND OAK PLAYERS CLUB JCB CARD 一般カード","<ENTER_ISSUER>","グランドオークプレイヤーズクラブの特典が受けられるカードです。","0.50%～1.00%","","1.739068651179E12"
"","
                    カード名: TENCHIKA JCB CARD
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%～2.72%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","TENCHIKA JCB CARD","<ENTER_ISSUER>","2024年5月8日に新規のお申し込み受付を終了したカードです。","0.45%～2.72%","","1.73906865118E12"
"","
                    カード名: 慶應JCB学生カード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 慶應義塾ならではの特典が利用可能、協力店で独自のサービスが受けられる、最高2,000万円の海外・国内旅行傷害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","慶應JCB学生カード","<ENTER_ISSUER>","慶應義塾大学の在学生専用カードです。","0.50%～1.00%","","1.739068654415E12"
"","
                    カード名: Medical Owner's カード 一般法人カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%～0.99%
                    特徴: 医療機器の購入でもOki Dokiポイントが貯まる、用途に併せて選べる法人会員向けサービス、ショッピングガード保険で最高100万円の補償が受けられる
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","Medical Owner's カード 一般法人カード","<ENTER_ISSUER>","歯科医師向けの「Ciメディカル」の会員用カードです。","0.45%～0.99%","","1.739068654421E12"
"","
                    カード名: カーエネクスパートナーズJCBカ－ド 一般カード
                    年会費: 1,375円
                    ポイント還元率: -
                    特徴: 毎月最大3%のキャッシュバック、利用可能範囲を限定できる、出張時に役立つ法人向けサービス
                    ","<ENTER_AFFILIATE_LINK>","1,375円","Standard","カーエネクスパートナーズJCBカ－ド 一般カード","<ENTER_ISSUER>","伊藤忠エネクスSS利用者向けのJCB法人カードです。","-","","1.739068654422E12"
"","
                    カード名: 早稲田カード Parents JCB グランデカード
                    年会費: 2,750円
                    ポイント還元率: 0.50%～1.00%
                    特徴: カードを利用が奨学金支援に繋がる、カード会員だけの充実した特典、旅行傷害保険とショッピングガード保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","2,750円","Standard","早稲田カード Parents JCB グランデカード","<ENTER_ISSUER>","旅行保険が付帯された早稲田提携カードです。","0.50%～1.00%","","1.739068654422E12"
"","
                    カード名: 立教カード 学生カード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 立教独自の優待サービスが利用できる、提携協力店で優待サービスが受けられる、各種保険が利用付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","立教カード 学生カード","<ENTER_ISSUER>","立教大学在学生用のJCB提携カードです。","0.50%～1.00%","","1.739068654423E12"
"","
                    カード名: A-プライス JCB法人カード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%～0.49%
                    特徴: JCB「Oki Dokiポイント」が通常の2倍、A-PRICEの割引券がもらえる、法人向会員向けのサービス
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","A-プライス JCB法人カード","<ENTER_ISSUER>","プロの食材の店「A-PRICE」でOki Dokiポイントが貯まる法人カードです。","0.45%～0.49%","","1.739068654423E12"
"","
                    カード名: UEMATSU JCBカード（一般カード）
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～2.00%
                    特徴: 給油やオイル交換の割引など会員特典が充実、UEMATSU JCBカードポイントが貯まる、年会費は初年度無料
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","UEMATSU JCBカード（一般カード）","<ENTER_ISSUER>","植松グループでの優待サービスが付帯したカードです。","0.50%～2.00%","","1.739068654424E12"
"","
                    カード名: ごうぎんJCBデビット（一般カード）
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 年会費永年無料、Oki Dokiポイントが貯まる、旅行傷害保険と海外ショッピング保険が利用付帯
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ごうぎんJCBデビット（一般カード）","<ENTER_ISSUER>","年会費無料、山陰合同銀行の口座をお持ちの方が作れるデビットカードです。","0.50%～1.00%","","1.739068654424E12"
"","
                    カード名: とりぎんイオンカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","とりぎんイオンカード","<ENTER_ISSUER>","2023年8月4日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068654425E12"
"","
                    カード名: UCコーポレートカード （一般）ユーシーカード
                    年会費: -
                    ポイント還元率: -
                    特徴: 経費処理を効率化できる、Mastercard(R)ビジネス・アシストを利用できる、福利厚生として利用できる
                    ","<ENTER_AFFILIATE_LINK>","-","Standard","UCコーポレートカード （一般）ユーシーカード","<ENTER_ISSUER>","経理業務の効率化に役立つ企業向けUCカード（ユーシーカード）です。","-","","1.739068654425E12"
"","
                    カード名: LUCUA OSAKA STATION CITY J-WESTカード「ベーシック」JCB
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～3.00%
                    特徴: ポイントがダブルで貯まる、初年度年会費が無料、最高2,000万円の旅行傷害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","LUCUA OSAKA STATION CITY J-WESTカード「ベーシック」JCB","<ENTER_ISSUER>","LUCUA大阪で2つのポイントが貯まるカードです。","0.50%～3.00%","","1.739068654426E12"
"","
                    カード名: ミオクラブJ-WESTカード「ベーシック」Visa/MasterCard(R)
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","ミオクラブJ-WESTカード「ベーシック」Visa/MasterCard(R)","<ENTER_ISSUER>","2023年2月28日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068654426E12"
"","
                    カード名: 岡山一番街さんすて岡山・倉敷 J-WESTカード「ベーシック」Visa/MasterCard(R)
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","岡山一番街さんすて岡山・倉敷 J-WESTカード「ベーシック」Visa/MasterCard(R)","<ENTER_ISSUER>","2023年2月28日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068654427E12"
"","
                    カード名: ekie J-WESTカード「ベーシック」JCB
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","ekie J-WESTカード「ベーシック」JCB","<ENTER_ISSUER>","2023年2月28日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068654427E12"
"","
                    カード名: ekie J-WESTカード「ベーシック」Visa/MasterCard(R)
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","ekie J-WESTカード「ベーシック」Visa/MasterCard(R)","<ENTER_ISSUER>","2023年2月28日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068654428E12"
"","
                    カード名: ekie J-WESTカード「エクスプレス」JCB
                    年会費: 1,100円
                    ポイント還元率: 0.50%～1.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,100円","Standard","ekie J-WESTカード「エクスプレス」JCB","<ENTER_ISSUER>","2023年2月28日に新規のお申し込み受付を終了したカードです。","0.50%～1.50%","","1.739068654428E12"
"","
                    カード名: VIORO CARD
                    年会費: 1,100円（初年度無料）
                    ポイント還元率: 0.50%～2.00%
                    特徴: 入会特典としてVIOROプレミアムチケットがプレゼント、VIORO館内で各種特典を受けられる、エムアイカード優待店でポイントアップや割引などの特典を受けられる
                    ","<ENTER_AFFILIATE_LINK>","1,100円（初年度無料）","Standard","VIORO CARD","<ENTER_ISSUER>","VIOROや天神地区の商業施設でポイントが貯まりやすいカードです。","0.50%～2.00%","","1.739068654429E12"
"","
                    カード名: CS MICARD・アメリカン・エキスプレス(R)・カード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%～5.00%
                    特徴: オリジナルグッズを10％オフで購入できる、エムアイポイントが貯まる、三越伊勢丹グループ百貨店での利用で最大10倍のポイント付与
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","CS MICARD・アメリカン・エキスプレス(R)・カード","<ENTER_ISSUER>","コンサドーレ札幌のオリジナルグッズが10％オフで購入できるエムアイカードです。","0.50%～5.00%","","1.739068654429E12"
"","
                    カード名: CS MICARD Visa
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%～5.00%
                    特徴: オフィシャルグッズを10％オフで購入できる、エムアイポイントが貯まる、三越伊勢丹グループ百貨店での利用で最大10倍のポイント付与
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","CS MICARD Visa","<ENTER_ISSUER>","コンサドーレ札幌グッズを優待価格で購入できるエムアイカードです。","0.50%～5.00%","","1.73906865443E12"
"","
                    カード名: 千葉ジェッツ エムアイカード
                    年会費: 550円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","千葉ジェッツ エムアイカード","<ENTER_ISSUER>","2024年6月30日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.73906865443E12"
"","
                    カード名: 〈物語〉シリーズ エムアイカード
                    年会費: 550円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 2種類のデザインから選べる、入会特典としてオリジナルグッズがもらえる、エムアイポイントをオリジナルグッズに交換可能
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","〈物語〉シリーズ エムアイカード","<ENTER_ISSUER>","オリジナルグッズが手に入る「〈物語〉シリーズ」オフィシャルコラボカードです。","0.50%～1.00%","","1.739068657554E12"
"","
                    カード名: 東京建物ブリリア エムアイカード プラス
                    年会費: 2,750円（初年度無料）
                    ポイント還元率: 0.50%～5.00%
                    特徴: 東京建物オリジナル特典が充実、エムアイポイントが貯まる、年会費初年度無料
                    ","<ENTER_AFFILIATE_LINK>","2,750円（初年度無料）","Standard","東京建物ブリリア エムアイカード プラス","<ENTER_ISSUER>","東京建物グループのオリジナル特典が付帯、エムアイポイントが貯まるカードです。","0.50%～5.00%","","1.739068657555E12"
"","
                    カード名: 名古屋ダイヤモンドドルフィンズ エムアイカード
                    年会費: 550円（初年度無料）
                    ポイント還元率: 0.50%～4.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","名古屋ダイヤモンドドルフィンズ エムアイカード","<ENTER_ISSUER>","2024年6月30日に新規のお申し込み受付を終了したカードです。","0.50%～4.50%","","1.739068657557E12"
"","
                    カード名: レバンガ北海道エムアイカード
                    年会費: 550円（初年度無料）
                    ポイント還元率: 0.50%～4.50%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","レバンガ北海道エムアイカード","<ENTER_ISSUER>","2024年6月30日に新規のお申し込み受付を終了したカードです。","0.50%～4.50%","","1.739068657557E12"
"","
                    カード名: mits MICARD
                    年会費: 550円（初年度無料）
                    ポイント還元率: 0.50%～3.00%
                    特徴: エムアイカード優待店でポイントアップや割引などの特典を受けられる、エムアイカードの各種サービスを利用できる、初年度は年会費無料
                    ","<ENTER_AFFILIATE_LINK>","550円（初年度無料）","Standard","mits MICARD","<ENTER_ISSUER>","ミーツ国分寺の利用でエムアイポイントが3％貯まるカードです。","0.50%～3.00%","","1.739068657558E12"
"","
                    カード名: 早稲田カードStudents（りそなカード）
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 早稲田大学独自のサービスが利用できる、海外・国内旅行傷害保険が付帯、ワールドプレゼントポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","早稲田カードStudents（りそなカード）","<ENTER_ISSUER>","旅行傷害保険が付帯、早稲田大学・学院生のための学生専用りそなカードです。","0.50%～1.00%","","1.739068657559E12"
"","
                    カード名: ホームメイドクッキング メンバーズVISAカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 年会費が3年間無料、メンバーズカードとの併用でダブルでポイントが貯まる、キッチン倶楽部メンバーの優待
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","ホームメイドクッキング メンバーズVISAカード","<ENTER_ISSUER>","料理教室・パン教室を展開する「ホームメイドクッキング」提携カードです。","0.50%～1.00%","","1.73906865756E12"
"","
                    カード名: 天壇VISAカード（クラシック）
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 天壇での食事代がいつでも5％割引、天壇でのカード利用でワールドプレゼントポイントが2倍、旅費などの支払いがあれば海外旅行傷害保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","天壇VISAカード（クラシック）","<ENTER_ISSUER>","焼肉の「天壇」店舗でポイントアップなどの優待が受けられるカードです。","0.50%～1.00%","","1.739068657561E12"
"","
                    カード名: ラスカルカードセゾン
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ラスカルカードセゾン","<ENTER_ISSUER>","2021年4月29日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068657562E12"
"","
                    カード名: メイワン フレンズカードセゾン
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","メイワン フレンズカードセゾン","<ENTER_ISSUER>","2023年8月10日に新規のお申込み受付を終了したカードです。","0.50%～1.00%","","1.739068657563E12"
"","
                    カード名: ベビーザらス・カード《セゾン》
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","ベビーザらス・カード《セゾン》","<ENTER_ISSUER>","2021年7月18日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068657563E12"
"","
                    カード名: アシアナUCカード
                    年会費: 1,650円
                    ポイント還元率: -
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,650円","Standard","アシアナUCカード","<ENTER_ISSUER>","2024年3月31日に新規のお申し込み受付を終了したカードです。","-","","1.739068657564E12"
"","
                    カード名: SMARKカードセゾン
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","SMARKカードセゾン","<ENTER_ISSUER>","2021年10月3日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068657565E12"
"","
                    カード名: 福銀セゾンカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","福銀セゾンカード","<ENTER_ISSUER>","2024年12月31日に新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068657566E12"
"","
                    カード名: 湘南ベルマーレカードセゾン
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","湘南ベルマーレカードセゾン","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068657566E12"
"","
                    カード名: セゾンゲーミングカード
                    年会費: 無料
                    ポイント還元率: -
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","セゾンゲーミングカード","<ENTER_ISSUER>","2022年8月1日に新規のお申込み受付を終了したカードです。","-","","1.739068657567E12"
"","
                    カード名: 早稲田カード(学生用・Studentsカード) UCカード
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: 早稲田カード協力店のサービスを優待価格で利用可能、永久不滅ポイントが貯まる、旅行時に役立つサービスが充実
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","早稲田カード(学生用・Studentsカード) UCカード","<ENTER_ISSUER>","UCカードの特典が利用できる、クレディセゾン発行の早稲田学生専用カードです。","0.50%～1.00%","","1.739068657568E12"
"","
                    カード名: セゾン・アメリカン・エキスプレス(R)・ビジネス プロ・パーチェシング・カード
                    年会費: 11,000円
                    ポイント還元率: 0.50%
                    特徴: 最大100枚、任意名義で発行可能、カードレスタイプ、利用先限定で紛失・不正利用を防止、翌月払いとスキップ払いを選択可能
                    ","<ENTER_AFFILIATE_LINK>","11,000円","Standard","セゾン・アメリカン・エキスプレス(R)・ビジネス プロ・パーチェシング・カード","<ENTER_ISSUER>","キャッシュバックが受けられるカードレス型の法人カードです。","0.50%","","1.739068657569E12"
"","
                    カード名: SAISON CARD Digital<DOKUSO映画館>
                    年会費: 無料
                    ポイント還元率: 0.50%～1.00%
                    特徴: プラスチックカードとデジタルカードが利用できる、カードの利用で永久不滅ポイントが貯まる、年会費が永年無料
                    ","<ENTER_AFFILIATE_LINK>","無料","Standard","SAISON CARD Digital<DOKUSO映画館>","<ENTER_ISSUER>","最短5分でデジタルカード発行、DOKUSO映画館オリジナルデザインのカードです。","0.50%～1.00%","","1.73906865757E12"
"","
                    カード名: Copa Club／JALカード CLUB-Aカード
                    年会費: 11,000円
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","11,000円","Standard","Copa Club／JALカード CLUB-Aカード","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.73906865757E12"
"","
                    カード名: Copa Club／JALカード 普通カード
                    年会費: 2,200円（初年度無料）
                    ポイント還元率: 0.50%～1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","2,200円（初年度無料）","Standard","Copa Club／JALカード 普通カード","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","0.50%～1.00%","","1.739068659903E12"
"","
                    カード名: JACCS CARD ADVANCE
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 1.00%
                    特徴: 
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","JACCS CARD ADVANCE","<ENTER_ISSUER>","新規のお申し込み受付を終了したカードです。","1.00%","","1.739068659904E12"
"","
                    カード名: FKDジャックスVisaカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%～0.90%
                    特徴: 110円につき最大5倍のFUKUDAYAポイントが貯まる、福田屋百貨店の優待サービスが充実、旅行傷害保険や盗難保険が付帯
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","FKDジャックスVisaカード","<ENTER_ISSUER>","福田屋百貨店ならではのサービスが充実した初年度年会費無料のカードです。","0.45%～0.90%","","1.739068659904E12"
"","
                    カード名: 2りんかんジャックスカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.50%
                    特徴: 1年間のロードサービス付帯とオイル会員年会費が永年無料、2りんかんのポイントが2倍貯まる、2りんかん以外の店舗でラブリィポイントが貯まる
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","2りんかんジャックスカード","<ENTER_ISSUER>","2りんかんのポイントカードとクレジット一体型のカードです。","0.50%","","1.739068659905E12"
"","
                    カード名: BENIYA・ジャックス・JCBカード
                    年会費: 1,375円（初年度無料）
                    ポイント還元率: 0.45%
                    特徴: 毎月指定日のショッピングは3％オフ、BENIYAポイントとクレジットポイントが貯まる、初年度の年会費が無料
                    ","<ENTER_AFFILIATE_LINK>","1,375円（初年度無料）","Standard","BENIYA・ジャックス・JCBカード","<ENTER_ISSUER>","青森県や秋田県で展開するBENIYAグループ提携カードです。","0.45%","","1.739068659905E12"
